tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt5208950	13000000	101690	Alain Moussi	Sara Malakul Lane	Maxime Savaria	nm3857692	nm1523899	nm3767676
tt5210376	455310	144130	Patrik Grönqvist	Kai Känkänen	Sami Paakkarinen	nm1330518	nm7738629	nm7774836
tt5211044	1000000	19107	Chuck Baldwin	Jerry Boykin	Mark Collins	nm3390492	nm7739137	nm1902246
tt5211710	427560	32659	André Lótter	Marisa Drummond	Zak Hendrikz	nm6071545	nm7415445	nm5430058
tt5220122	80000000	528583774	Adam Sandler	Andy Samberg	Selena Gomez	nm0001191	nm1676221	nm1411125
tt5221208	639750	66115	Stephy Tang	You-Nam Wong	Annie Liu	nm1413739	nm1264361	nm1878301
tt5221584	1008000	3085977	Sônia Braga	Maeve Jinkings	Irandhir Santos	nm0000968	nm2701325	nm2046691
tt5222918	1618880	4282973	Ville Virtanen	Dome Karukoski	Tommi Korpela	nm0899476	nm1933648	nm0466636
tt5225428	303540	2238	Ann Skelly	Ryan Lincoln	Conall Keating	nm7024798	nm7691399	nm7516672
tt5226346	4362750	30038	Karl Kruszelnicki	Tamara Davis	Natalie Batalha	nm0472903	nm8186585	nm5275581
tt5226984	5059000	1792414	Pekka Strang	Seumas F. Sargent	Chris Myland	nm1032916	nm5194606	nm8654823
tt5229228	4500000	4227648	Cem Yilmaz	Berat Efe Parlar	Adam Bay	nm0948000	nm6490725	nm5059211
tt5231916	5200000	1455120	François Cluzet	Denis Podalydès	Sami Bouajila	nm0167388	nm0687914	nm0098793
tt5233510	2529500	8341	Sebastian Hülk	Julia Jentsch	Hanns Zischler	nm1389891	nm0421799	nm0957193
tt5238240	2000000	688806	Ivan Denysenko	Georgiy Derevyanskiy	Daniil Kamenskyi	nm7045071	nm1454281	nm7760578
tt5240258	1000000	1426	Jessica Barden	Roxanne Pallett	William Ash	nm1875238	nm2069988	nm0038673
tt5246328	1600000	36386	Lester Brown	Ella Chou	Tim DeChristopher	nm2243294	nm7884707	nm4910171
tt5247544	5666080	2918159	Sidse Babett Knudsen	Benoît Magimel	Charlotte Laemmel	nm0461746	nm0536095	nm3824195
tt5247704	7962866	11625884	Pio Marmaï	Ana Girardot	François Civil	nm2847812	nm0320759	nm2476624
tt5253372	2000000	180837	Sabina Akhmedova	Anatoliy Belyy	Aleksey Demidov	nm2906828	nm0069783	nm4332771
tt5254610	20000000	1472770	Dave Bautista	Pierce Brosnan	Ray Stevenson	nm1176985	nm0000112	nm0829032
tt5258850	19983050	16094346	Nahuel Pérez Biscayart	Albert Dupontel	Laurent Lafitte	nm1465580	nm0243355	nm0480850
tt5264304	758850	833722	Dempsey Hendrickx	Nicolas Vanhole	Siegfried De Doncker	nm4192225	nm7784728	nm7784729
tt5265948	2000000	134126	Leonardo de Lozanne	Erick Elias	Laura Flores	nm1782368	nm1741951	nm0098168
tt5266678	10000000	49567466	Zishan Yang	Bai-Ke	Bo-lin Chen	nm4339355	nm7403141	nm1250939
tt5270366	702000	23162	Jaswinder Bhalla	Gurpreet Bhangu	Binnu Dhillon	nm3243068	nm5679766	nm3839111
tt5270948	13000000	17986671	Jason Clarke	Kate Mara	Ed Helms	nm0164809	nm0544718	nm1159180
tt5271794	4183950	79711	John Hurt	Sofia Helin	Max Brown	nm0000457	nm0375138	nm0114238
tt5273624	63300000	246620398	Kris Wu	Kenny Lin	Chen Yao	nm6806246	nm5341380	nm3209720
tt5274666	814199	910942	Luca Reichardt Ben Coker	Iben Dorner	Frederik Meldal Nørgaard	nm7120676	nm1111444	nm0639159
tt5281700	6000000	46180	Daphne Zuniga	Justin Chon	Paul McGillion	nm0001879	nm2014390	nm0569295
tt5285050	351000	23953	Suriya	Amala Paul	Nishesh	nm1421814	nm3898762	nm7809884
tt5286444	2900000	17618280	Sonam Kapoor	Shabana Azmi	Yogendra Tiku	nm2128238	nm0000818	nm0863171
tt5290524	10118000	72651109	Checco Zalone	Eleonora Giovanardi	Sonia Bergamasco	nm2504581	nm7270373	nm0073950
tt5291232	1621375	2951207	Aileen Tan	Mark Lee	Lei Wang	nm0848817	nm0497834	nm3046392
tt5291792	2000000	8472	Melissa Leo	Tessa Thompson	Edgar Ramírez	nm0502425	nm1935086	nm1183149
tt5294550	50000000	56996304	Michelle Williams	Christopher Plummer	Mark Wahlberg	nm0931329	nm0001626	nm0000242
tt5297140	691650	20979	Yasir Hussain	Saba Qamar	Mubashir Malik	nm7249448	nm3884476	nm8055111
tt5297256	4387500	136052	Anjana Appukuttan	Chempil Asokan	Idavela Babu	nm6840278	nm3945709	nm1434433
tt5300268	404720	6095	Rudy Moca	Theo Marton	Dan Radulescu	nm7816525	nm7816526	nm7816527
tt5301662	12000000	10116816	Chadwick Boseman	Josh Gad	Kate Hudson	nm1569276	nm1265802	nm0005028
tt5302150	25000000	4267406	Wayne Grayson	Peter Linz	Mike Pollock	nm0969901	nm0513285	nm0689685
tt5303442	20000000	11255	Thomas Cocquerel	Corey Large	William Moseley	nm5710414	nm1143429	nm0608440
tt5304086	5265000	104734	Nandamuri Balakrishna	Anjali	Sonal Chauhan	nm0049395	nm3592766	nm2978161
tt5305950	252950	393693	Diana Dimitrova	Teodora Duhovnikova	Valentin Ganev	nm8073958	nm1526535	nm0304282
tt5308322	4800000	125479266	Jessica Rothe	Israel Broussard	Ruby Modine	nm1557329	nm3441152	nm4384329
tt5311514	3367000	357986087	Ryûnosuke Kamiki	Mone Kamishiraishi	Ryô Narita	nm1126340	nm4759838	nm6954008
tt5313414	52650	55621	Neeru Bajwa	Binnu Dhillon	Rana Ranbir	nm1263093	nm3839111	nm2378766
tt5313980	1755000	9995	Manish Paul	Pradhuman Singh	Sikander Kher	nm3911132	nm3865589	nm3071488
tt5314190	25000000	4932694	Logan Lerman	Helena Bonham Carter	Gérard Depardieu	nm0503567	nm0000307	nm0000367
tt5317914	10000000	5653694	Pyotr Fyodorov	Sergey Puskepalis	Aleksandr Pal	nm1215228	nm1655234	nm5952124
tt5319866	1000000	1687000	Chris Staples	Michael Irvin	Jose Canseco	nm8082646	nm1664542	nm1154820
tt5323760	837770	12685	Elliott Crosset Hove	Simon Sears	Victoria Carmen Sonne	nm4569986	nm3525868	nm3850259
tt5325452	20000000	74827344	Tyler Perry	Cassi Davis	Patrice Lovely	nm1347153	nm0204322	nm4776479
tt5328784	1755000	7279	Arya	Sri Divya	Bobby Simha	nm1951127	nm4248233	nm5654277
tt5329852	500000	849857	Humberto Arango	Alejandro Buenaventura	Mauricio Figueroa	nm0033037	nm0119178	nm0276726
tt5332158	400000	4314	Javier De Pietro	Agustín Pardella	Marcos Ribas	nm4223773	nm5542067	nm7843121
tt5334076	300000	21527	Ayris Alptekin	Nihan Asici	Taner Birsel	nm5543886	nm9492092	nm0083777
tt5335244	400000	20062	Nick Arapoglou	LaKeta Booker	Cocoa Brown	nm3507905	nm4703055	nm2072060
tt5344150	100000	20102	Aliyah Conley	Christopher Mychael Watson	Todd Christian Elliott	nm5103945	nm4182912	nm3678736
tt5344794	8000000	21701	Steven Seagal	Rob Van Dam	Tim Abell	nm0000219	nm0885942	nm0008543
tt5347158	500000	29500	Edward Asner	Richard Belzer	Rosario Dawson	nm0000799	nm0001938	nm0206257
tt5348236	7082600	7286136	Catherine Deneuve	Catherine Frot	Olivier Gourmet	nm0000366	nm0296594	nm0332709
tt5351818	18111220	9684093	Guillaume Canet	Marion Cotillard	Gilles Lellouche	nm0133899	nm0182839	nm0500976
tt5354664	23213750	145819137	Boran Jing	Han Lu	Jingchun Wang	nm3628606	nm1971183	nm4592524
tt5360804	10118	2438	Anna Manolova	Snezhina Petrova	Mihail Stoyanov	nm7868830	nm0678237	nm7888358
tt5372466	14917500	136623	Vikram	Nayanthara	Nithya Menon	nm1417314	nm1521381	nm3383930
tt5376720	220066	7527	Heinz Arthur Boltuch	Aurelia Burckhardt	Stephanie Cumming	nm2064881	nm3588309	nm3447387
tt5390504	34000000	23355100	John Boyega	Anthony Mackie	Algee Smith	nm3915784	nm1107001	nm4861346
tt5397194	20000000	1191026	Clive Owen	Afiya Bennett	Morgan Allen	nm0654110	nm6276553	nm6894585
tt5425144	21224000	37749848	Andy Lau	Xiaoming Huang	Cho-Lam Wong	nm0490489	nm2119781	nm2203315
tt5432650	182124	190000	Matej Landl	Marián Miezga	Zuzana Sebová	nm0484861	nm3190735	nm3332248
tt5433520	3035400	2242471	Verónica Echegui	Álex García	Alba Galocha	nm1531585	nm1073929	nm7642538
tt5437194	1000000	1563249	Natalya Medvedeva	Nikita Panfilov	Dmitriy Bogdan	nm4992552	nm3309334	nm3898384
tt5439796	29000000	48453605	Channing Tatum	Adam Driver	Daniel Craig	nm1475594	nm3485845	nm0185819
tt5440700	17550000	678057	Joseph Vijay	Samantha Ruth Prabhu	Amy Jackson	nm0897201	nm3606487	nm3367112
tt5442430	58000000	100541806	Jake Gyllenhaal	Rebecca Ferguson	Ryan Reynolds	nm0350453	nm0272581	nm0005351
tt5450328	151770	54681	Daniele Parisi	Silvia D'Amico	Rocco Papaleo	nm3800241	nm5055028	nm0660266
tt5451244	2327140	772690	Javier Gutiérrez	María León	Adelfa Calvo	nm0349522	nm2725254	nm2431367
tt5456104	5059000	933954	Ariadna Gil	Raúl Mérida	Roberto Álamo	nm0317725	nm3370311	nm0959304
tt5457722	8775000	541	Mahesh Babu	Kajal Aggarwal	Samantha Ruth Prabhu	nm1121870	nm2570245	nm3606487
tt5457772	13162500	239	Allu Arjun	Aadhi	Rakul Preet Singh	nm1084853	nm3942577	nm5114849
tt5460986	1000000	948	Lenny McLean	Jamie McLean	Martin Askew	nm0572597	nm4453819	nm3424709
tt5461242	2225960	15245	Adél Kováts	Eszter Ónodi	Virág Alma Pájer	nm0468527	nm0959964	nm7946406
tt5462326	7000000	165962	Nicolas Cage	Selma Blair	Anne Winters	nm0000115	nm0004757	nm3453476
tt5462602	5000000	56411585	Kumail Nanjiani	Zoe Kazan	Holly Hunter	nm3529685	nm1443740	nm0000456
tt5463162	110000000	785046920	Ryan Reynolds	Josh Brolin	Morena Baccarin	nm0005351	nm0000982	nm1072555
tt5470222	10000000	7048	Steven Seagal	Russell Wong	Jemma Dallender	nm0000219	nm0005568	nm4728487
tt5471154	36558340	45150390	Siobhan Lumsden	Joseph S. Lambert	Gene Hobbs III	nm5982285	nm6822260	nm7828534
tt5471588	354130	56263	Óscar Aragonés	Àngels Bassas	Dani Bernabe	nm3792106	nm0060148	nm6836378
tt5478478	39000000	35669017	Scott Shepherd	Rosamund Pike	Ava Cooper	nm0791864	nm0683253	nm4768271
tt5481184	38	43498766	Jet Li	Bingbing Fan	Zhang Wen	nm0001472	nm1549063	nm3491286
tt5481608	1200000	1299797	Miguel Arce	Attilia Boschetti	Mathías Brivio	nm7938041	nm1178239	nm7938039
tt5485466	1011800	19431	Wojciech Urbanski	Grigoriy Chaban	Aiste Dirziute	nm4888275	nm4419290	nm6356341
tt5487524	3800000	538091	Ivan Yankovskiy	Leonid Yarmolnik	Lyubov Aksyonova	nm0946159	nm0946473	nm4705505
tt5490896	1011800	180	Joaquín Furriel	Candela Peña	Manuel Pizarro	nm0299078	nm0679150	nm1344132
tt5493404	252950	33888	Ceyda Kasabali	Onur Özaydin	Serah Henesey	nm8799088	nm4264294	nm1817188
tt5495258	4387500	11794	Jiiva	Sibiraj	Hansika Motwani	nm1883318	nm4971960	nm1394426
tt5495792	9200000	279415	Arnold Schwarzenegger	Celine Cousteau	Fabien Cousteau	nm0000216	nm3245392	nm2687219
tt5503266	1960000	23857217	Su-ryun Baek	Soon-Hyoung Cha	Park Choong-Hwan	nm5484744	nm7955704	nm7955712
tt5523010	120000000	173961069	Mackenzie Foy	Keira Knightley	Morgan Freeman	nm3237775	nm0461136	nm0000151
tt5529392	2	3610588	Rodrigo Sant'anna	Carol Castro	Cláudia Alencar	nm2325955	nm1365217	nm0018056
tt5537228	2000000	6481798	Karla Souza	José María Yazpik	Ben O'Toole	nm0646568	nm0946962	nm4649116
tt5537614	121416	137035	Imre Gelányi	Lujza Hajdu	Szabolcs Hajdu	nm1045386	nm2606179	nm0354451
tt5540188	4250000	3979536	Fares Fares	Mari Malek	Yasser Ali Maher	nm0267241	nm5080507	nm5170525
tt5540194	6973250	14699	Aneurin Barnard	James Purefoy	Samantha Barks	nm2902567	nm0700856	nm2885819
tt5540992	18000000	182415	Woody Harrelson	James Marsden	Rob Reiner	nm0000437	nm0005188	nm0001661
tt5541426	713319	5527	Sabine Timoteo	Edvins Mekss	Ivars Krasts	nm0863787	nm8081700	nm5090499
tt5541848	273428	3187	Kip Andersen	Larry Baldwin	Neal Barnard	nm6057112	nm8791522	nm3147356
tt5543600	1819216	3528478	Pamela Tola	Tommi Eronen	Jani Volanen	nm1533235	nm0259762	nm0901346
tt5543604	2428320	361117	Ville Virtanen	Antti Holma	Mikko Neuvonen	nm0899476	nm2845001	nm2880894
tt5545582	252	8930	Zygmunt Bauman	Alex Brendemühl	Nick Hanauer	nm4503387	nm0107165	nm4149328
tt5551590	1214160	87618	Marco Bazzoni	Carlotta Bazzu	Roberto Caccavo	nm3148351	nm6207802	nm6660239
tt5553962	442156	5642	Antonella Salvucci	Antonio Lujak	Fiona Whitelaw	nm1501781	nm6183556	nm2078025
tt5565818	877500	424961	Diljit Dosanjh	Monica Gill	Navneet Kaur Dhillon	nm4362492	nm8033021	nm5145841
tt5568330	2000000	6559	Reza Attaran	Bri Fiocca	Mehdi Mehrabi	nm2790534	nm3198259	nm7973900
tt5569468	87750	690925	Amrinder Gill	Sargun Mehta	Manvir Johal	nm3760302	nm6293193	nm8412642
tt5572720	1000000	7550254	Jin-ho Choi	Ye-won Kang	Jong-soo Kim	nm3294507	nm2584975	nm4535657
tt5572856	500000	4942	Ricardo Chavira	Arielle Hader	Elisha Kriis	nm0154632	nm3966630	nm5988790
tt5578538	567780	19970	Claudia Aiono	Huia Apiata	Barbara Armstrong	nm8020164	nm8020157	nm8020165
tt5580036	11000000	53939297	Margot Robbie	Sebastian Stan	Allison Janney	nm3053338	nm1659221	nm0005049
tt5580266	23000000	34934009	Amandla Stenberg	Regina Hall	Russell Hornsby	nm3964350	nm0356021	nm0395203
tt5580390	19400000	195243464	Sally Hawkins	Octavia Spencer	Michael Shannon	nm1020089	nm0818055	nm0788335
tt5580536	10000000	41037	Nicolas Cage	John Cusack	Adrian Grenier	nm0000115	nm0000131	nm0004978
tt5591458	1600000	5138140	Mayté Cordeiro	Eduardo España	Paul Louis	nm2789974	nm1232282	nm0521902
tt5591666	10600000	59766	Kate Bosworth	Tyler Hoechlin	Sonoya Mizuno	nm0098378	nm0388382	nm4420495
tt5592248	10500000	27397655	Nicole Kidman	Kirsten Dunst	Elle Fanning	nm0000173	nm0000379	nm1102577
tt5595240	1053000	296715	Gippy Grewal	Monica Gill	Karishma Kotak	nm3993149	nm8033021	nm2719636
tt5606986	1720060	2228701	Joonas Saartamo	Elina Knihtilä	Eija Ahvo	nm0754396	nm0461163	nm0014408
tt5610172	70200	3995	Dilpreet Dhillon	Gurjind Maan	Pavan Malhotra	nm8050123	nm8050124	nm0539497
tt5610554	13000000	15636462	Charlize Theron	Mackenzie Davis	Ron Livingston	nm0000234	nm4496875	nm0515296
tt5611958	202360	12799	Ada Colau	Sergio Espín	Nikita Bashmakov	nm4408455	nm8849641	nm6087471
tt5613834	10530000	2910802	Sidharth Malhotra	Jacqueline Fernandez	Darshan Kumaar	nm3289096	nm2596365	nm1069587
tt5614612	4000000	4758401	Leonardo Sbaraglia	Laia Costa	Ricardo Darín	nm0768614	nm4663937	nm0201857
tt5616294	8500000	283755	Guy Pearce	Pierce Brosnan	Minnie Driver	nm0001602	nm0000112	nm0000378
tt5618752	2023600	211875	Liya Akhedzhakova	Valeriu Andriuta	Vasilina Makovtseva	nm0015253	nm1250558	nm5056249
tt5618870	12795000	16748620	Ching Wan Lau	Nicholas Tse	Liya Tong	nm0490513	nm0874866	nm4405625
tt5619332	30000000	65859911	Melissa McCarthy	Matt Walsh	Molly Gordon	nm0565250	nm0909768	nm1094137
tt5629524	5000000	2305829	Lyubov Aksyonova	Maksim Al-Names	Anastasiya Anikhovskaya	nm4705505	nm10458916	nm9446328
tt5636668	22000000	43892362	Bo Huang	Yihong Duan	Jinglei Xu	nm2348646	nm1443336	nm1292891
tt5637098	500000	2498	Gabriel Peralta	Carlos Portaluppi	Nazareno Casero	nm8071171	nm0691937	nm0143338
tt5641300	351000	1135	Priyanka Bose	Bhalchandra Kadam	Shubham More	nm3140757	nm6219447	nm4778794
tt5641832	1474000	13453	András Mészáros	Mária Dobra	László Mátray	nm5070293	nm1395865	nm1566153
tt5642934	814199	19365	Ali Djabbari	Peter Drabløs	Gard B. Eidsvold	nm8077365	nm0236600	nm0251656
tt5646136	5000000	13099931	Dinesh D'Souza	Jonah Goldberg	David Guyette	nm1625338	nm1943437	nm2985167
tt5648036	30000000	2727767	Orlando Bloom	Lei Wu	Simon Yam	nm0089217	nm5142253	nm0945189
tt5649144	2000000	10971298	Brooklynn Prince	Bria Vinaite	Willem Dafoe	nm7737419	nm8458915	nm0000353
tt5652068	65767	9848	Celé Du Plessis	Simon Jones	Rob Flanagan	nm8087174	nm8087175	nm1844114
tt5653294	10000000	29171110	Vladimir Mashkov	Egor Morozov	Agne Grudyte	nm0556343	nm6895336	nm5503796
tt5654050	333894	7194	Tuomas Siekkinen	Tiiti Kellomäki	Craig Livingstone	nm9741323	nm9741311	nm9741314
tt5657028	7635619	29370592	Philippe Lacheau	Élodie Fontan	Julien Arruti	nm3743617	nm0284869	nm5033444
tt5657846	69000000	180613180	Will Ferrell	Mark Wahlberg	Mel Gibson	nm0002071	nm0000242	nm0000154
tt5662288	258009	343078	Mantas Stonkus	Julius Zalakevicius	Dalius Skamarakas	nm5278746	nm3043237	nm2700219
tt5668822	4478100	72821	Gerda Lie Kaas	Sonja Richter	May Simón Lifschitz	nm8993984	nm1003081	nm7377386
tt5669936	5000000	112357	Wesley Snipes	RJ Mitte	Jedidiah Goodacre	nm0000648	nm2666409	nm5288835
tt5670152	4000000	9515914	Priscilla Quintana	Luke Goss	Paula Patton	nm5159424	nm0331577	nm1745736
tt5671298	99487500	7353354	Lei Wu	Tony Ka Fai Leung	Carina Lau	nm5142253	nm0504899	nm0490500
tt5671990	992501	16874	Jure Ivanusic	Minca Lorenci	Aljosa Ternovsek	nm0412172	nm2996218	nm1475617
tt5674842	3035400	10730040	Carmen Machi	Leo Harlem	Carlos Santos	nm1197737	nm3335067	nm1685281
tt5679536	250000	1441	Iride Mockert	Andrea Strenitz	Martín Shanly	nm2101133	nm5571732	nm3876060
tt5684466	6142500	2313043	Nithiin	Samantha Ruth Prabhu	Anupama Parameshwaran	nm1094012	nm3606487	nm7322042
tt5688868	12000000	73383	Casey Gagliardi	Andrew Joseph Montgomery	Jameson Pazak	nm6472493	nm8118077	nm9821704
tt5690360	10000000	51738549	Joey King	Julia Goldani Telles	Jaz Sinclair	nm1428821	nm5065920	nm3596959
tt5691024	50000000	39156854	Will Arnett	Ludacris	Natasha Lyonne	nm0004715	nm0524839	nm0005169
tt5691670	8500000	2053469	Andrew Garfield	Riley Keough	Topher Grace	nm1940449	nm2142336	nm0333410
tt5693136	3541300	860750	Joseba Usabiaga	Eneko Sagardoy	Iñigo Aranburu	nm3861494	nm7271801	nm2222485
tt5696326	12000000	89988	Jim Caviezel	Matt Dillon	Ryan Potter	nm0001029	nm0000369	nm3994407
tt5698568	6070800	1995045	Luis Tosar	Javier Gutiérrez	Álvaro Cervantes	nm0869088	nm0349522	nm2024943
tt5700224	40472	593418	Mircea Banu	Dorian Boguta	Dragos Bucur	nm8232174	nm1890655	nm1058007
tt5701172	2457000	261306	Sonam Bajwa	Jaswinder Bhalla	Corinne Deanna Campbell	nm6040987	nm3243068	nm8484824
tt5708172	3024000	2127303	Fábio Porchat	Gregório Duvivier	Naldo Benny	nm1167049	nm2366126	nm2165947
tt5711148	10000000	4047917	Annette Bening	Jamie Bell	Kenneth Cranham	nm0000906	nm0068260	nm0186469
tt5715410	30000000	47046281	Cinda Adams	Mari Devon	Kirk Thornton	nm1197574	nm0015924	nm0861558
tt5716438	1196959	173164	Vili Saarela	Olavi Angervo	Pihla Viitala	nm8138932	nm5426500	nm2273799
tt5719700	12000000	37270721	Reese Witherspoon	Michael Sheen	Candice Bergen	nm0000702	nm0790688	nm0000298
tt5721088	22000000	7634022	Morgan Freeman	Tommy Lee Jones	Rene Russo	nm0000151	nm0000169	nm0000623
tt5722530	150000	42918	Sofía Rocha	Fiorella Pennano	Gino Pesaressi	nm2113362	nm7520389	nm8145114
tt5723028	2171200	58154	Jørgen Langhelle	Marie Blokhus	Torstein Bjørklund	nm0486433	nm4250048	nm4877653
tt5726086	10000000	167885588	Lin Shaye	Leigh Whannell	Angus Sampson	nm0005417	nm1191481	nm0760151
tt5726616	4047200	41887595	Armie Hammer	Timothée Chalamet	Michael Stuhlbarg	nm2309517	nm3154303	nm0836121
tt5732482	354130	338043	Hans Zimmer	Yolanda Charles	Michael Einziger	nm0001877	nm1139418	nm1178434
tt5732530	3035400	244806	Marc Clotet	Melina Matthews	Alejo Sauras	nm2784795	nm3172796	nm0767027
tt5734576	7700000	43016528	Shay Mitchell	Grey Damon	Kirby Johnson	nm3762213	nm3012064	nm6194955
tt5735280	5000000	3599	Brittany Allen	Juan Riedinger	Merwin Mondesir	nm0020329	nm2017931	nm0597740
tt5736696	32400000	34598750	Alice Pol	Dany Boon	Michel Blanc	nm1745743	nm0200702	nm0003508
tt5742874	9652500	358928	Amitabh Bachchan	Manoj Bajpayee	Abhishek Bachchan	nm0000821	nm0048075	nm0045393
tt5742932	1082626	42832	Inka Haapamäki	Rosa Honkonen	Tiitus Rantala	nm8476818	nm7207007	nm3855895
tt5743858	1053000	9817	Vikram Singh	Guggu Gill	Yograj Singh	nm1913346	nm1125989	nm1127958
tt5756052	3510000	4466	Arbaaz Khan	Himansh Kohli	Ashutosh Rana	nm0451170	nm4946996	nm0709359
tt5756126	454676	134067	Benjamin Helstad	Anders Baasmo Christiansen	Aurora Nossen	nm0375860	nm0471601	nm5652806
tt5756188	354130	55848	Maria João Abreu	Joana Pais de Brito	Filipe Vargas	nm0009352	nm4634429	nm2618913
tt5756242	1755000	7514	Vishal	Sri Divya	R.K. Suresh	nm1953187	nm4248233	nm7850253
tt5758778	125000000	304868961	Dwayne Johnson	Neve Campbell	Chin Han	nm0425005	nm0000117	nm1977856
tt5762180	4387500	499	Ramesh Aravind	Yuvina Parthavi	Rachita Ram	nm0033243	nm7095959	nm5796361
tt5769238	1112980	8462	Pia Zemljic	Jernej Sugman	Marko Mandic	nm1191577	nm1001999	nm0541804
tt5775132	400000	178210	Anastasiya Akatova	Evgeniy Dakot	Oleg Gaas	nm6749238	nm7130655	nm7737655
tt5776858	35000000	47756590	Vicky Krieps	Daniel Day-Lewis	Lesley Manville	nm3043279	nm0000358	nm0544334
tt5777418	300000	1619054	Bruno Espejo	Lupita Mora	Eduardo Ramos	nm8176825	nm8189535	nm8189508
tt5778384	750000	184935	Svetlana Khodchenkova	Yulia Snigir	Svetlana Ustinova	nm1300303	nm2568364	nm1801747
tt5785158	52650	7876	Binnu Dhillon	Aman Hundal	Amar Noorie	nm3839111	nm6873792	nm2385505
tt5786508	806400	2300185	Edmilson Filho	Igor Jansen	Falcão	nm2207767	nm9263141	nm1047855
tt5786632	600000	12388	Ana Cañas	Renata Gaspar	Maria Laura Nogueira	nm3059620	nm2399573	nm3033996
tt5788136	3000000	31634	Allie Gallerani	James Franco	Joe Pease	nm4516284	nm0290556	nm6254482
tt5790492	2731860	10873271	Javier Cámara	Jose Coronado	Roberto Álamo	nm0194572	nm0180580	nm0959304
tt5791098	2731860	1535245	Kais Nashif	Lubna Azabal	Yaniv Biton	nm1845700	nm0044073	nm3455579
tt5792714	1000000	1964	José Carlos Ruiz	Gabino Rodríguez	Monica Jimenez	nm0137728	nm0735851	nm5756781
tt5796882	800000	49756	Taras Shevchenko	Viktor Grigoriev	Ivanna Borodai	nm8504488	nm8504485	nm8504486
tt5804314	3000000	7241302	Kevin Sorbo	Sam Sorbo	Daniel Roebuck	nm0001757	nm0420966	nm0736263
tt5804948	17417538	9541303	Christian Clavier	Ary Abittan	Elsa Zylberstein	nm0002010	nm2987278	nm0959113
tt5814060	22000000	365550119	Demián Bichir	Taissa Farmiga	Jonas Bloquet	nm0065007	nm3920288	nm2997552
tt5815492	1484310	1240663	Péter Rudolf	Bence Tasnádi	Tamás Szabó Kimmel	nm0748919	nm4295989	nm2376760
tt5818322	75000	2249	Carlo Ancelotti	Alexey Andronov	Oleg Bazylewicz Jr.	nm0025800	nm8260749	nm8260750
tt5821968	407200	232183	Anna-Mart van der Merwe	Deon Lotz	Elsabe Zietsman	nm0886347	nm1824509	nm0956320
tt5822140	809440	2102178	Petteri Summanen	Marja Salo	Ria Kataja	nm0838580	nm0758837	nm0441110
tt5822148	1178747	654019	Krista Kosonen	Sonja Kuittinen	Juhan Ulfsak	nm1279980	nm7573343	nm1798449
tt5822160	1315340	738676	Noah Kin	Heikki Nousiainen	Mikko Nousiainen	nm8654812	nm0636729	nm0004147
tt5825150	7082600	2173040	Eric Dupond-Moretti	Johnny Hallyday	Nadia Farès	nm2164826	nm0002776	nm0268626
tt5825380	25000000	15889124	Justin Timberlake	Juno Temple	Robert C. Kirk	nm0005493	nm1017334	nm1478447
