tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt0866439	40000000	105962760	Patrick Dempsey	Michelle Monaghan	Kevin McKidd	nm0001131	nm1157358	nm0571727
tt0867150	6973	339211	Belinda Fenty	Daniel Grant	Chris Grezo	nm2393145	nm2390758	nm2391367
tt0867270	1000000	1036	Barbara Hershey	Joe Mantegna	Diane Venora	nm0001347	nm0001505	nm0893204
tt0867411	900000	24036	Roger Gutierrez	Brian Eric Johnson	Christina Woods	nm0349404	nm0424645	nm1935935
tt0867591	8000000	1851790	Dax Shepard	Liv Tyler	Diane Keaton	nm1009277	nm0000239	nm0000473
tt0869994	12000000	23328518	Fabrice Luchini	Romain Duris	Joffrey Platel	nm0524528	nm0244151	nm2473241
tt0870111	25000000	27426335	Frank Langella	Michael Sheen	Kevin Bacon	nm0001449	nm0790688	nm0000102
tt0870204	14000000	151827	Mila Kunis	Gregory Smith	Peter Stormare	nm0005109	nm0808376	nm0001780
tt0871426	30000000	64275411	Tina Fey	Amy Poehler	Sigourney Weaver	nm0275486	nm0688132	nm0000244
tt0872190	5000000	7481601	Ajay Devgn	Sunil Shetty	Zayed Khan	nm0222426	nm0792911	nm1300301
tt0872230	25000000	20976402	Max Thieriot	John Magaro	Denzel Whitaker	nm1302735	nm1910274	nm1091701
tt0872318	5000000	26946	Ana Lucía Domínguez	Justin Kane	Sebastian Boscán	nm0231740	nm1456577	nm1769924
tt0873886	4000000	1874460	Michael Parks	Melissa Leo	John Goodman	nm0662981	nm0502425	nm0000422
tt0874292	500000	424825	Tom Parker	Ana Patricia Rojo	Dee Wallace	nm1245495	nm0737912	nm0908914
tt0874317	1246500	172376	Christopher Kirby	Bob Beamon	Ralph Boston	nm0456130	nm0063753	nm0098274
tt0875008	2600000	879229	Han-Yong Jeong	Hyun-Woo Ji	Ju-ho	nm1085675	nm2412682	nm2412285
tt0875034	80000000	53998806	Daniel Day-Lewis	Marion Cotillard	Penélope Cruz	nm0000358	nm0182839	nm0004851
tt0875113	12594520	13444973	Jean Dujardin	Jocelyn Quivrin	Patrick Mille	nm0241121	nm0704474	nm0587791
tt0875609	91000	37150760	Veronica Taylor	Eric Stuart	Amy Birnbaum	nm0853301	nm0835688	nm0083671
tt0875701	10118	13956	Manon Alving	Cheryl Ashruf	Ali Ben Horsting	nm0023578	nm1773128	nm0069925
tt0875705	4000000	12767	Sissy Spacek	Jason Davis	Alina Phelan	nm0000651	nm1151921	nm1615826
tt0876563	34000000	202404009	Cate Blanchett	Matt Damon	Liam Neeson	nm0000949	nm0000354	nm0000553
tt0877522	4350740	18594142	Riccardo Scamarcio	Laura Chiatti	Katy Louise Saunders	nm1249052	nm0157098	nm1224887
tt0877621	1821240	119188	Sylvie Testud	Pascal Greggory	Guillaume Verdier	nm0856500	nm0339621	nm0893830
tt0878804	29000000	309208309	Quinton Aaron	Sandra Bullock	Tim McGraw	nm2466842	nm0000113	nm0005210
tt0878835	3000000	4313085	Catherine Keener	Oliver Platt	Rebecca Hall	nm0001416	nm0001624	nm0356017
tt0879833	2035499	214163	Ingjerd Egeberg	Mats Eldøen	Øystein Benjaminsen	nm0250788	nm2417479	nm2786954
tt0879843	4047200	14723313	Andrzej Chyra	Maja Ostaszewska	Artur Zmijewski	nm0161607	nm0652292	nm0957468
tt0879870	60000000	204594016	Julia Roberts	Javier Bardem	Richard Jenkins	nm0000210	nm0000849	nm0420955
tt0880570	7000000	4447	John Leguizamo	Harvey Keitel	Florencia Lozano	nm0000491	nm0000172	nm0523568
tt0880578	35000000	52659594	Diane Lane	Colin Hanks	Joseph Cross	nm0000178	nm0004988	nm0189200
tt0880648	2400000	1925	Tony Curran	Peyton List	Cameron Goodman	nm0192889	nm0514228	nm2110814
tt0881200	16000000	34786960	Hanyu Zhang	Chao Deng	Wenkang Yuan	nm1833620	nm2874732	nm2869311
tt0881320	30000000	108609310	Rhys Wakefield	Allison Cratchley	Christopher James Baker	nm1973422	nm0186563	nm0048336
tt0881369	495782	24284	Casilda Aguilera	Claudia Bertorelli	Jimena Jiménez	nm7790574	nm8276211	nm3055384
tt0881891	15000000	40105542	Sandra Bullock	Bradley Cooper	Thomas Haden Church	nm0000113	nm0177896	nm0002006
tt0882969	8000000	43600	David Carradine	Rip Torn	Bruce Dern	nm0001016	nm0001800	nm0001136
tt0882977	15000000	57824674	Dwayne Johnson	Susan Sarandon	Jon Bernthal	nm0425005	nm0000215	nm1256532
tt0882978	25000000	21159516	Andy Lau	Sammo Kam-Bo Hung	Maggie Q	nm0490489	nm0005033	nm0702572
tt0883374	500000	442166	Shaun Chen	Ling Lee	Benjamin Yeung	nm1426536	nm2758133	nm0376985
tt0884224	10000000	1296184	John Cusack	Marisa Tomei	Hilary Duff	nm0000131	nm0000673	nm0240381
tt0884328	18000000	57293715	Thomas Jane	Marcia Gay Harden	Laurie Holden	nm0005048	nm0001315	nm0390229
tt0884335	12000000	1189133	Albert Dupontel	Marie Guillard	Marthe Keller	nm0243355	nm0346994	nm0445715
tt0884726	70000000	18662347	Lea Michele	Kelsey Grammer	Dan Aykroyd	nm0584951	nm0001288	nm0000101
tt0884732	23000000	79799880	Kevin Hart	Josh Gad	Kaley Cuoco	nm0366389	nm1265802	nm0192505
tt0884805	4000000	2265733	Mehmet Kurtulus	Nida Safak	Selçuk Yöntem	nm0476011	nm2449345	nm1008511
tt0885415	6171980	21897141	Olli Jantunen	Hannu-Pekka Björkman	Vuokko Hovatta	nm3088054	nm0084969	nm1389849
tt0885470	1011800	456271	Nurgül Yesilçay	Cem Özer	Ümit Çirak	nm0947721	nm0960238	nm0162678
tt0886476	1500000	14366	Marta Etura	Victorio Sanz	Joan Massotkleiner	nm1011070	nm2788307	nm1126723
tt0887259	1490641	1490840	José Carlos Ruiz	Pedro Armendáriz Jr.	Angélica Aragón	nm0137728	nm0001917	nm0032793
tt0887719	10000000	1627909	Jessica Simpson	Luke Wilson	Rachael Leigh Cook	nm0005433	nm0005561	nm0000337
tt0887732	303540	6966224	Margherita Buy	Antonio Albanese	Giuseppe Battiston	nm0125540	nm0016263	nm0061484
tt0887745	9000000	802321	Joss Ackland	Hayley Atwell	Orla Brady	nm0000722	nm2017943	nm0103699
tt0887750	1416520	345981	Thijs Römer	Katja Schuurman	Arjan Ederveen	nm1465817	nm0776929	nm0249179
tt0887753	1228500	1312529	Tusshar Kapoor	Ayesha Takia	Karan Hukka	nm0969428	nm1779702	nm2633876
tt0887883	37000000	163720069	Brad Pitt	Frances McDormand	George Clooney	nm0000093	nm0000531	nm0000123
tt0887912	15000000	49230772	Jeremy Renner	Anthony Mackie	Brian Geraghty	nm0719637	nm1107001	nm1310016
tt0887971	6000000	498088	Kim Basinger	Lukas Haas	Craig Sheffer	nm0000107	nm0001305	nm0001729
tt0888496	1011800	1059366	Simona Banchi	Andrea Blarzino	Valentina D'Alessandro	nm2442011	nm2440018	nm2788968
tt0889064	2500000	3547188	Yun-shik Baek	Sang-a Lee	Eon Lee	nm1328575	nm1141916	nm3857053
tt0889136	5059000	125154	Colm Meaney	Donal O'Kelly	Brendan Conroy	nm0000538	nm0641525	nm0175796
tt0889222	2731860	165771	Issaka Sawadogo	Asma Nouman Aden	Carole Karemera	nm1371957	nm2432790	nm0439157
tt0889583	42000000	138805831	Sacha Baron Cohen	Gustaf Hammarsten	Clifford Bañagale	nm0056187	nm0358390	nm3042403
tt0889588	40000000	7785975	Jonathan Rhys Meyers	Radha Mitchell	Yun-Fat Chow	nm0001667	nm0593664	nm0000334
tt0889595	1200000	6534	Stephan Bender	Thomas Jay Ryan	Diana Scarwid	nm1837610	nm0752876	nm0769311
tt0890870	10000000	139352633	Tobin Bell	Scott Patterson	Louis Ferreira	nm0068551	nm0666398	nm0274371
tt0890882	1365930	525525	Tommi Korpela	Maria Heiskanen	Jani Volanen	nm0466636	nm0374685	nm0901346
tt0890883	1821240	1733080	Outi Mäenpää	Martti Suosalo	Ria Kataja	nm0617394	nm0839432	nm0441110
tt0890885	5564900	11203911	Stefano Accorsi	Margherita Buy	Pierfrancesco Favino	nm0009629	nm0125540	nm0269419
tt0890886	2	1490180	Anders W. Berthelsen	Tuva Novotny	Nicolas Bro	nm0077944	nm0637259	nm0110334
tt0891496	3800000	806638	Hyeon Ju	Jun Gyu Park	Jung-woo Ha	nm1085697	nm1031875	nm1978402
tt0891527	35000000	63215872	Tom Cruise	Meryl Streep	Robert Redford	nm0000129	nm0000658	nm0000602
tt0891592	18000000	12764201	Kristin Kreuk	Neal McDonough	Michael Clarke Duncan	nm0471036	nm0568180	nm0003817
tt0891603	2559000	454196	Hin-Wai Au	Ekin Cheng	Candy Cheung	nm1336132	nm0155562	nm5141495
tt0892099	104598	3810	Al Ashton	Nicholas Ball	Maria Charles	nm0039185	nm0050437	nm0153093
tt0892255	35000000	34165172	Julia Ormond	Benicio Del Toro	Oscar Isaac	nm0000566	nm0001125	nm1209966
tt0892318	30000000	79181750	Amanda Seyfried	Gael García Bernal	Vanessa Redgrave	nm1086543	nm0305558	nm0000603
tt0892429	8000000	307410	Johann Harmse	Kertrice Maitisa	Caroline Goodall	nm2437959	nm2443583	nm0328751
tt0892767	20000000	2405815	Dennis Quaid	Ziyi Zhang	Lou Taylor Pucci	nm0000598	nm0955471	nm1086384
tt0892769	165000000	494878759	Jay Baruchel	Gerard Butler	Christopher Mintz-Plasse	nm0059431	nm0124930	nm2395586
tt0892773	593584	88840	Anu Webster	Benjy Webster	John Webster	nm3130834	nm3699288	nm0916923
tt0892782	175000000	381509870	Reese Witherspoon	Rainn Wilson	Stephen Colbert	nm0000702	nm0933988	nm0170306
tt0892791	165000000	752600867	Mike Myers	Cameron Diaz	Eddie Murphy	nm0000196	nm0000139	nm0000552
tt0893346	500000	32033	Tori Spelling	Philipp Karner	James O'Shea	nm0001760	nm1239485	nm0642650
tt0893402	12000000	1279576	Eva Green	Ryan Phillippe	Sam Riley	nm1200692	nm0000202	nm0727165
tt0893509	8000000	779273	Pamela Anderson	Denise Richards	Emmanuelle Vaugier	nm0000097	nm0000612	nm0891275
tt0893532	6000000	397941	Don McManus	Ryanne Duzich	Teddy Dunn	nm0573134	nm1721063	nm1503667
tt0896798	25000000	5796630	Samuel L. Jackson	Ed Harris	Eva Mendes	nm0000168	nm0000438	nm0578949
tt0896815	8000000	3882908	Angelica Lee	Isabella Leong	Chen Chang	nm0496806	nm1884816	nm0151654
tt0896923	8300000	1356253	Omar Metwally	Anthony Hopkins	Charlotte Gainsbourg	nm1272540	nm0000164	nm0001250
tt0897249	1000000	49484	Fernanda García Castañeda	Oliver Cantú Lozano	Andul Zambrano	nm2451124	nm2025778	nm2445465
tt0897287	6013650	4234311	Daniel Wu	Ye Liu	Qi Shu	nm0943079	nm1091782	nm0795517
tt0897347	5000000	1146973	Jesse Bradford	Amelia Warner	Carlos Leon	nm0103038	nm0912396	nm0502458
tt0897361	12000000	9669758	Lindsay Lohan	Julia Ormond	Neal McDonough	nm0517820	nm0000566	nm0568180
tt0898319	680977	2011669	Fann Wong	Gurmit Singh	Moses Lim	nm0939056	nm0802127	nm0510578
tt0898367	25000000	27635305	Viggo Mortensen	Charlize Theron	Kodi Smit-McPhee	nm0001557	nm0000234	nm2240346
tt0899106	18000000	36088028	Jennifer Aniston	Aaron Eckhart	Dan Fogler	nm0000098	nm0001173	nm0283945
tt0899128	10000000	1415804	Famke Janssen	Bobby Cannavale	Ed Westwick	nm0000463	nm0134072	nm2067953
tt0899215	1356999	1616880	Pia Tjelta	Thorbjørn Harr	Torkil Høeg	nm0864663	nm0364028	nm3422931
tt0899303	10118000	108311	Joaquim de Almeida	Victoria Abril	Emma Suárez	nm0021835	nm0000721	nm0840772
tt0900357	4500000	1798418	Danielle Savre	Matt Cohen	Chrissy Calhoun	nm1642290	nm1959563	nm2306284
tt0900387	15177000	9337930	Michelle Williams	Kristin Scott Thomas	Margot Robbie	nm0931329	nm0000218	nm3053338
tt0901476	30000000	115154152	Kate Hudson	Anne Hathaway	Candice Bergen	nm0005028	nm0004266	nm0000298
tt0901481	8000000	2706	Avner W. Less	Thomas Kretschmann	Troy Garity	nm3500452	nm0470981	nm0004949
tt0901487	10000000	44261209	Kang-ho Song	Byung-Hun Lee	Woo-sung Jung	nm0814280	nm0496932	nm0432601
tt0901507	4000000	355345	Ricci Harnett	Terry Stone	Craig Fairbrass	nm0363652	nm1316819	nm0265492
tt0902250	2400000	2093459	Hahm Eun-Jung	Yeong-hee Hwang	Joon-yeong Jang	nm2457325	nm3832158	nm2458675
tt0902290	750000	8050	Dominic Monaghan	Ron Perlman	Larry Fessenden	nm0597480	nm0000579	nm0275244
tt0902964	4300000	1922023	Hie-bong Jo	Mi-lyeong Jo	Seok-tae Ju	nm1559465	nm2565880	nm3754545
tt0902982	2000000	54473	Bennet Guillory	Saki Takaoka	Misa Shimizu	nm0347140	nm0847356	nm0793679
tt0903131	3584750	15198	Luke Kirby	Keith Carradine	Noam Jenkins	nm0456186	nm0001018	nm0420937
tt0903624	180000000	1017003568	Martin Freeman	Ian McKellen	Richard Armitage	nm0293509	nm0005212	nm0035514
tt0903627	6000000	1333241	Tilda Swinton	Saul Rubinek	Kate del Castillo	nm0842770	nm0007210	nm0215487
tt0903657	10000000	28641776	John Cusack	Paul Dano	Elizabeth Banks	nm0000131	nm0200452	nm0006969
tt0903943	1000000	57805	Martin Sheen	Amartya Sen	John Perkins	nm0000640	nm2213544	nm2588438
tt0905361	800000	13850	Hans-Joachim Klein	Mark Salzman	Chris Diamantopoulos	nm2348063	nm0759570	nm0224565
tt0905372	38000000	27428670	Mary Elizabeth Winstead	Joel Edgerton	Ulrich Thomsen	nm0935541	nm0249291	nm0860947
tt0906108	15000000	55862886	Tyler Perry	Janet Jackson	Sharon Leal	nm1347153	nm0001390	nm0495095
tt0906665	3800000	2725258	Hideaki Itô	Kôichi Satô	Quentin Tarantino	nm0411692	nm0766233	nm0000233
tt0906734	5578600	889510	Lena Headey	Ulrich Thomsen	Melvil Poupaud	nm0372176	nm0860947	nm0693799
tt0907119	2500000	5247719	Yuliya Vysotskaya	Irina Rozanova	Aleksandr Domogarov	nm0904574	nm0747500	nm0231677
tt0907652	10000000	16764611	Sadao Abe	Shin'ichi Tsutsumi	Ko Shibasaki	nm0008369	nm0875495	nm0793069
tt0907657	150000	20710513	Glen Hansard	Markéta Irglová	Hugh Walsh	nm0360598	nm2461627	nm2008013
tt0909388	1437333	2067094	Eero Milonoff	Jussi Nikkilä	Olavi Uusivirta	nm0590480	nm1218753	nm1106590
tt0910860	1517700	33180	Félix Lajkó	Orsolya Tóth	Lili Monori	nm0482057	nm1196761	nm0598406
tt0910936	27000000	101624843	Seth Rogen	James Franco	Gary Cole	nm0736622	nm0290556	nm0170550
tt0910958	500000	57476	Mugur Mihaescu	Radu Pietreanu	Mirela Stoian	nm1058979	nm1059197	nm1059522
tt0910970	180000000	521311860	Ben Burtt	Elissa Knight	Jeff Garlin	nm0123785	nm2264184	nm0307531
tt0912593	2000000	1433319	Campbell Scott	Gerald Burke	Ali Fadhil	nm0001714	nm2825311	nm2513756
tt0912597	10000000	35227275	Ken'ichi Matsuyama	Sota Aoyama	David Bueno	nm1947564	nm2100721	nm3099374
tt0913354	20000000	22942221	Columbus Short	Matt Dillon	Laurence Fishburne	nm1551922	nm0000369	nm0000401
tt0913401	120772	1090004	Stig Frode Henriksen	Tommy Wirkola	Linda Øverlie Nilsen	nm2552337	nm2482088	nm2511635
tt0913425	18000000	30991660	Penélope Cruz	Lluís Homar	Blanca Portillo	nm0004851	nm0392913	nm0692391
tt0913445	1075425	14459	Aaron Abrams	Carly Pope	Kristin Booth	nm1378320	nm0005318	nm0095746
tt0913446	2000000	16877870	Aleksey Chadov	Artur Smolyaninov	Konstantin Kryukov	nm1128120	nm0810638	nm1663701
tt0913968	40000000	42875914	Jet Li	Andy Lau	Takeshi Kaneshiro	nm0001472	nm0490489	nm0437580
tt0914382	2500	15610	Erin Fisher	Cris Lankenau	Sarah Hellman	nm1469454	nm2483310	nm2468500
tt0914797	5000000	4628553	Chris Pine	Alan Rickman	Bill Pullman	nm1517976	nm0000614	nm0000597
tt0914798	12500000	40416563	Asa Butterfield	David Thewlis	Rupert Friend	nm2633535	nm0000667	nm1670029
tt0914845	1000000	34068	Shawn Hatosy	DJ Qualls	Tom Bower	nm0004999	nm0702809	nm0101005
tt0914863	15000000	1466468	Samuel L. Jackson	Carrie-Anne Moss	Michael Sheen	nm0000168	nm0005251	nm0790688
tt0915457	3035400	1993042	Manuel Rubey	Patricia Aulitzky	Christian Tramitz	nm2445857	nm2206537	nm0870780
tt0915463	6000000	7526	Hugh Fraser	Alexander Armstrong	Rory McHenry	nm0292140	nm0035602	nm2479578
tt0918628	14000000	9216	Billy Zane	Kelly Brook	Alki David	nm0000708	nm0111639	nm0202810
tt0918927	20000000	51018161	Meryl Streep	Philip Seymour Hoffman	Amy Adams	nm0000658	nm0000450	nm0010736
tt0918940	180000000	356700357	Alexander Skarsgård	Rory J. Saper	Christian Stevens	nm0002907	nm4920741	nm7222287
tt0920457	2106000	963960	Ajith Kumar	Nayanthara	Rahman	nm0015001	nm1521381	nm0706721
tt0920458	6106499	10186084	Thure Lindhardt	Mads Mikkelsen	Stine Stengade	nm0511892	nm0586568	nm0826565
tt0920459	1821240	4800327	Carice van Houten	Marcel Hensema	Waldemar Torenstra	nm0396924	nm0378102	nm0867949
tt0920461	1517700	326496	Samuel Vauramo	Pihla Viitala	Eero Aho	nm1576916	nm2273799	nm0014247
tt0922642	4200000	97182	Michael Madsen	Vinnie Jones	Rachel Miner	nm0000514	nm0005068	nm0001540
tt0923688	1618880	32831	Mamoudu Turay Kamara	Mariame N'Diaye	Mamusu Kallon	nm2486197	nm2487665	nm2486011
tt0924003	397949	4118896	Kun Chen	Vivian Hsu	Bingbing Li	nm1179512	nm0398852	nm0508356
tt0924004	100000	417	Tomorô Taguchi	Panta	Taka Ôkubo	nm0846630	nm1853371	nm0645754
tt0924129	19000000	3529869	Harrison Ford	Ashley Judd	Ray Liotta	nm0000148	nm0000171	nm0000501
tt0925248	2000000	2161369	Buzz Aldrin	Neil Armstrong	Stephen Armstrong	nm0004696	nm0035842	nm3182690
tt0926084	209197500	960666490	Daniel Radcliffe	Emma Watson	Rupert Grint	nm0705356	nm0914612	nm0342488
tt0926129	20000000	57197876	Brittany Snow	Scott Porter	Jessica Stroup	nm0811242	nm2187603	nm1888211
tt0926762	3237760	9168516	Koen De Bouw	Filip Peeters	Matthias Schoenaerts	nm0100460	nm0670350	nm0774386
tt0926764	6880240	176615	Benoît Magimel	Patrick Bauchau	Jordi Dauder	nm0536095	nm0000872	nm0202262
tt0926766	1641904	3922485	Ebbie Tam	Aaron Wan	Naomi Sapoen	nm1836937	nm1555231	nm9493544
tt0928124	6070800	408793	Andrea Iaia	Anna Valle	Paolo Seganti	nm2485439	nm0884891	nm0781915
tt0928406	175000	781016	Eugene Cernan	Yuri Gagarin	John F. Kennedy	nm0148646	nm0300789	nm0448123
tt0929632	10000000	63647833	Gabourey Sidibe	Mo'Nique	Paula Patton	nm2829737	nm0594898	nm1745736
tt0929784	2000000	174542	Othon Bastos	Priscila Fantin	Cláudio Ferrario	nm0060584	nm0266917	nm0274142
tt0929792	500000	5830	Cosmin Selesi	Aliona Munteanu	Andi Vasluianu	nm0783077	nm2486857	nm0890632
tt0929860	8500000	7172979	Haruka Ayase	Keisuke Koide	Risa Ai	nm1480573	nm1845421	nm2185308
tt0930083	2000000	6819	Jin Muraki	Rio Kanno	Tomono Kuga	nm2487186	nm1287602	nm2176100
tt0930856	708260	341488	Nikola Kojo	Dragan Petrovic-Pele	Bogdan Diklic	nm0463649	nm0678261	nm0226699
tt0930868	354130	23487	Milos Vlalukin	Jovana Stipic	Nebojsa Milovanovic	nm1312257	nm2010123	nm0590568
tt0932669	1000000	32	Adam Beach	Tantoo Cardinal	Bradley Cooper	nm0063440	nm0001987	nm0177896
tt0934964	1279500	1379416	Ronald Cheng	Tony Ka Fai Leung	Vincent Kok	nm0155617	nm0504899	nm0463674
tt0936501	25000000	226830568	Liam Neeson	Maggie Grace	Famke Janssen	nm0000553	nm1192254	nm0000463
tt0937221	270000	3467	Joshua Farrell	Bettina Devin	Daron Jennings	nm0404361	nm0222570	nm1473414
tt0937231	2300000	1245621	Anh Thu	Anh-Thu	Ye-ryeon Cha	nm2594289	nm2613549	nm1981744
tt0937237	5000000	784604	Patrick Carroll	Rob Devaney	Izzy Diaz	nm2401975	nm1770815	nm1486373
tt0937373	1950000	1329998	Avalon Barrie	Todd Soley	Lyudmila Shiryaeva	nm2294582	nm2458699	nm2508290
tt0937375	13000000	49778552	Regina King	Columbus Short	Delroy Lindo	nm0005093	nm1551922	nm0005148
tt0937378	2377730	1446999	Peter Stormare	Robin Lundberg	Rolf Degerlund	nm0001780	nm2641712	nm0214725
tt0938283	150000000	319713881	Noah Ringer	Nicola Peltz	Jackson Rathbone	nm3226241	nm2443758	nm1717152
tt0938330	20000000	52302796	Adelaide Clemens	Kit Harington	Sean Bean	nm2564938	nm3229685	nm0000293
tt0938339	872550	46137	Daniel Frederiksen	Lucy Bell	Ethan McIver	nm1318889	nm0068364	nm3700229
tt0938341	2500000	943547	Teruyuki Kagawa	Kyôko Koizumi	Yû Koyanagi	nm0434596	nm0463592	nm2431331
tt0939681	2000000	200010	Adetola Abiade	Paul Allen	Paul Norman Allen	nm2848559	nm2849223	nm0020893
tt0940580	15400000	3862534	Romain Duris	John Malkovich	Evangeline Lilly	nm0244151	nm0000518	nm1431940
tt0940656	65767000	31070526	Mia Farrow	Ron Crawford	Robert Stanton	nm0001201	nm0186949	nm0822802
tt0940657	65767000	51394557	Freddie Highmore	Selena Gomez	Mia Farrow	nm0383603	nm1411125	nm0001201
tt0940662	1500000	5747	Neisipkul Omarbekova	Farkhad Amankulov	Almat Ayanov	nm3052338	nm0023891	nm3052011
tt0940723	607080	372486	Eline Kuppens	Matthias Schoenaerts	Sien Eggers	nm2570023	nm0774386	nm0250945
tt0940765	500000	153801	Oktay Kaynarca	Hazim Körmükcü	Damla Tokel	nm1030442	nm0477978	nm2522714
tt0940770	1214160	2289936	Saija Lentonen	Kari-Pekka Toivonen	Kristiina Elstelä	nm0502279	nm0865671	nm0255726
tt0942379	6070800	4657552	Guillaume Canet	François Cluzet	Clotilde Hesme	nm0133899	nm0167388	nm1202905
tt0942385	92000000	188072649	Ben Stiller	Jack Black	Robert Downey Jr.	nm0001774	nm0085312	nm0000375
tt0944114	1416520	667849	Peter Franzén	Sanna-Kaisa Palo	Samuel Vauramo	nm0291918	nm0658674	nm1576916
tt0944834	11129800	12235843	Vincent Lindon	Patrick Timsit	Philippe Nahon	nm0512071	nm0863816	nm0619600
tt0944835	110000000	293503354	Angelina Jolie	Liev Schreiber	Chiwetel Ejiofor	nm0001401	nm0000630	nm0252230
tt0945321	2023600	938	Barbara Hershey	Yusuf Davids	Tony Kgoroge	nm0001347	nm3588459	nm0450961
tt0945513	32000000	147332697	Jake Gyllenhaal	Michelle Monaghan	Vera Farmiga	nm0350453	nm1157358	nm0267812
tt0946998	600000	4586	Donny Alamsyah	Fachry Albar	Ario Bayu	nm1902766	nm2522751	nm2523085
tt0947798	13000000	329398046	Natalie Portman	Mila Kunis	Vincent Cassel	nm0000204	nm0005109	nm0001993
tt0947802	20000000	44655002	Samuel L. Jackson	Patrick Wilson	Kerry Washington	nm0000168	nm0933940	nm0913488
tt0947810	100000000	154711438	Matt Damon	Jason Isaacs	Greg Kinnear	nm0000354	nm0005042	nm0001427
tt0948470	230000000	757930663	Andrew Garfield	Emma Stone	Rhys Ifans	nm1940449	nm1297015	nm0406975
tt0948530	733555	34715	Barbara Sarafian	Jurgen Delnaet	Johan Heldenbergh	nm0764774	nm1687396	nm0374949
tt0948532	3035400	4895256	Bracha van Doesburgh	Hadewych Minis	Sanne Wallis de Vries	nm1476196	nm0591389	nm0909238
tt0948544	2887288	1182863	Pål Sverre Hagen	Trine Dyrholm	Ellen Dorrit Petersen	nm1914298	nm0245988	nm2717241
tt0951216	22000000	26412163	Diane Keaton	Queen Latifah	Katie Holmes	nm0000473	nm0001451	nm0005017
tt0951288	400000	863863	Oliver Møller-Knauer	Ronja Mannov Olesen	Helene Reingaard Neumann	nm1604406	nm1356078	nm2530407
tt0951335	15000000	477004	Kevin Costner	Ivana Baquero	Samantha Mathis	nm0000126	nm1419440	nm0000526
tt0952640	60000000	361336633	Jason Lee	Ross Bagdasarian Jr.	Janice Karman	nm0005134	nm0046559	nm0439739
tt0952693	750000	34000	Greg Kelly	Paul Watson	Annemarie Lucas	nm2540348	nm1059922	nm1534261
tt0953318	1517700	2744414	Marijke Pinoy	Greg Timmermans	Cesar De Sutter	nm0684515	nm2538498	nm2081325
tt0953369	18212400	23621149	Franck Dubosc	Emmanuelle Béart	Gérard Depardieu	nm0239498	nm0000322	nm0000367
tt0953382	13153400	6604944	Raphaël Katz	Adèle Exarchopoulos	Léo Legrand	nm1994890	nm2650819	nm1675203
tt0954544	8600300	135423	Jérémie Renier	Keisha Castle-Hughes	Patrice Valota	nm0753737	nm1095720	nm0885347
tt0954947	13000000	3979243	Casey Affleck	Kate Hudson	Jessica Alba	nm0000729	nm0005028	nm0004695
tt0954981	1394650	241369	Nonso Anozie	Gavin Brocker	Leo Gregory	nm1996829	nm2511874	nm0339877
tt0954990	15500000	318623	William Hurt	Maria Bello	Kristen Stewart	nm0000458	nm0004742	nm0829576
tt0955308	200000000	321669741	Russell Crowe	Cate Blanchett	Matthew Macfadyen	nm0000128	nm0000949	nm0532193
tt0955411	10000000	1051907	Ben Kingsley	Christian Slater	Elliott Gould	nm0001426	nm0000225	nm0001285
tt0956038	30000000	84375346	Diane Lane	Richard Gere	Christopher Meloni	nm0000178	nm0000152	nm0005221
tt0956299	3000000	2157711	Marat Basharov	Sergey Denga	Aleksandr Galibin	nm0045388	nm3564975	nm0302085
tt0959285	1755000	1043064	Joseph Vijay	Shriya Saran	Namitha	nm0897201	nm1328152	nm1532511
tt0959306	5000000	26013	Lauren Cohan	Kyra Sedgwick	Thomas Jane	nm1659348	nm0001718	nm0005048
tt0959337	35000000	75226021	Leonardo DiCaprio	Kate Winslet	Christopher Fitzgerald	nm0000138	nm0000701	nm0280199
tt0960066	5000000	224409	Robert Patrick	Danielle Harris	Sean Lawlor	nm0001598	nm0364583	nm0492566
tt0960098	1000000	8321	Thora Birch	Keith Carradine	Brendan Sexton III	nm0000301	nm0001018	nm0786639
tt0960144	90000000	199936011	Adam Sandler	John Turturro	Emmanuelle Chriqui	nm0001191	nm0001806	nm0004825
tt0960721	2500000	17419	Ari Gold	Michael McKean	Jane Lynch	nm0324923	nm0571106	nm0528331
tt0960731	80000000	212874864	Adam Sandler	Keri Russell	Courteney Cox	nm0001191	nm0005392	nm0001073
tt0960741	10000000	1785	Eion Bailey	Yvonne Strahovski	Will Patton	nm0047248	nm2088803	nm0001599
tt0960770	55000	16814	Brent Gorski	Christopher Wyllie	Melissa Searing	nm1654844	nm2575997	nm2127638
tt0960790	4553100	51301	Til Schweiger	Nora Tschirner	Matthias Schweighöfer	nm0001709	nm1160560	nm0777788
tt0961043	2529500	10947653	Cristiana Capotondi	Nicolas Vaporidis	Giulia Louise Steigerwalt	nm0135404	nm1679452	nm0825340
tt0961066	4830238	3383108	Maria Heiskanen	Mikael Persbrandt	Jesper Christensen	nm0374685	nm0675409	nm0159802
tt0961097	25295000	23511538	Matthieu Chedid	Vanessa Paradis	Gad Elmaleh	nm1342060	nm0660854	nm0255362
tt0961108	8000000	6692182	Ryan Reynolds	Willem Dafoe	Emily Watson	nm0005351	nm0000353	nm0001833
