Title	Budget	Box_Office	Star1	Star2	Star3	Star_num1	Star_num2	Star_num3	Name	Year	Run_Time	Genre	Director_num	Writer_num	Average_Rating	Num_Voters	Story_Line	Ratio
tt7125860	12000000	20572691	KiKi Layne	Stephan James	Regina King	nm8460487	nm4150847	nm0005093	If Beale Street Could Talk	2018	119	"Drama,Romance"	nm1503575	"nm1503575,nm0049924"	7.2	30102	"African-American teen sweethearts Fonny and Tish are ripped apart when Fonny is wrongly arrested for the rape of a Puerto Rican woman because of the machinations of a racist cop. While seeking justice for Fonny, a pregnant Tish relies on her Harlem community, including her sister, mother Sharon and future mother-in-law."	0.714390774
tt1216492	19000000	32607316	Amy Adams	Matthew Goode	Adam Scott	nm0010736	nm0328828	nm0004395	Leap Year	2010	100	"Comedy,Romance"	nm0875793	"nm0438226,nm0253323"	6.5	87767	"A woman who has an elaborate scheme to propose to her boyfriend on Leap Day, an Irish tradition which occurs every time the date February 29 rolls around, faces a major setback when bad weather threatens to derail her planned trip to Dublin. With the help of an innkeeper, however, her cross-country odyssey just might result in her getting engaged."	0.716174436
tt0450259	100000000	171720398	Leonardo DiCaprio	Djimon Hounsou	Jennifer Connelly	nm0000138	nm0005023	nm0000124	Blood Diamond	2006	143	"Adventure,Drama,Thriller"	nm0001880	"nm0495378,nm2057149"	8	469067	"A story following Archer, a man tortured by his roots. With a strong survival instinct, he has made himself a key player in the business of conflict diamonds. Political unrest is rampant in Sierra Leone as people fight tooth for tooth. Upon meeting Solomon, and the beautiful Maddy, Archer's life changes forever as he is given a chance to make peace with the war around him."	0.717203963
tt0397065	40000000	68766121	Chad Michael Murray	Paris Hilton	Elisha Cuthbert	nm0614877	nm0385296	nm0193846	House of Wax	2005	108	Horror	nm1429471	"nm0067676,nm0370937,nm0370928"	5.3	109469	"Six friends are on their way to a football game. They decide to camp out for the night and continue driving the next day. The next day the friends find that they're having car troubles, so two of the friends accept a stranger's ride into a small town named Ambrose. The main attraction in Ambrose is the House of Wax. Except something is not right in this town, the wax figures are so realistic and the whole town is deserted - except for two murderous twin brothers. The six friends must fight to survive and escape from being the next exhibits in the House of Wax."	0.719152982
tt0290212	2000000	3438804	Julia Roberts	David Hyde Pierce	David Duchovny	nm0000210	nm0001383	nm0000141	Full Frontal	2002	101	"Comedy,Romance"	nm0001752	nm1024512	4.7	9242	Arty film-within-a-film revolves around seven people with little in common whose lives collide.	0.71940114
tt0491152	35000000	60183821	Ginnifer Goodwin	Kate Hudson	Colin Egglesfield	nm0329481	nm0005028	nm1148573	Something Borrowed	2011	112	"Comedy,Drama,Romance"	nm0339004	"nm1646565,nm2808946"	5.9	54978	"Rachel is a lawyer. When she was in law school she fell for another student, Dex, who comes from an affluent family, but she was too shy to say anything. When Dex meets her best friend Darcy, who sometimes treats her like dirt, Darcy makes a move on Dex and gets him. Eventually, they get engaged and Darcy asks Rachel to be her Maid of Honor. However, Rachel still has feelings for Dex and still can't say anything. Darcy throws her a birthday party and Dex is there. When she and Dex are alone she blurts out that she had a thing for him in college which surprised him, and after drinking a little they spend the night together. They try to forget the whole thing and agree that it means nothing. Ethan, Rachel's close friend, tells her that she'll spend her entire life regretting that if she does nothing."	0.719537694
tt0836700	4451920	7659258	Juliette Binoche	Charles Berling	Jérémie Renier	nm0000300	nm0075650	nm0753737	Summer Hours	2008	103	"Drama,Family"	nm0000801	nm0000801	7.2	6623	"In a small town, Hélène is a family matriarch who has devoted her life to preserving the legacy of her artist uncle. However, while her eldest son, Frédéric, wants to preserve her home after her passing, she harbors no such illusions as she prepares her legacy. After her death, her children realize what she anticipated as they come to terms with their inheritance's place in their own lives. In the resulting disposition of their mother's assets, treasured heirlooms of a romantic family past drift away even as their changing modern world confronts the value of their memories."	0.720438885
tt0294252	7000000	12049825	Dong-Gun Jang	Tôru Nakamura	Jin-ho Seo	nm0417520	nm0620252	nm1046734	2009: Lost Memories	2002	136	"Action,Drama,Sci-Fi"	nm1045946	"nm1045942,nm1045946,nm0532146"	6.1	3194	"There are breakpoints in the history, the result of a single event may change the whole course... In 1909, an assassination attempt of a Japanese governor fails - the assassin was shot by a soldier. Now, in 2009, Korea is just another state of the Japan Empire and Seoul has become a major city. A Korean resistance group called Hureisenjin is formed to fight for liberty and independence. Two cops, a Japanese and a Korean (who denies his heritage) are investigating the actions of this ""terrorist"" group. And their work lead them to an artifact of the ancient Korean religion of ""Sun and Moon""."	0.721403326
tt1028576	35000000	60251371	Diane Lane	John Malkovich	Margo Martindale	nm0000178	nm0000518	nm0553269	Secretariat	2010	123	"Biography,Drama,Family"	\N	\N	7.2	24891	"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery -- with the help of veteran trainer Lucien Laurin -- manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in twenty-five years."	0.721467694
tt1371155	7200000	12395087	Sally Hawkins	Bob Hoskins	Andrea Riseborough	nm1020089	nm0001364	nm2057859	Made in Dagenham	2010	113	"Biography,Comedy,Drama"	nm0170719	nm0412470	7.2	13273	"In 1968, the Ford auto factory in Dagenham was one of the largest single private employers in the United Kingdom. In addition to the thousands of male employees, there are also 187 underpaid women machinists who primarily assemble the car seat upholstery in poor working conditions. Dissatisfied, the women, represented by the shop steward and Rita O'Grady, work with union rep Albert Passingham for a better deal. However, Rita learns that there is a larger issue in this dispute considering that women are paid an appalling fraction of the men's wages for the same work across the board on the sole basis of their sex. Refusing to tolerate this inequality any longer, O'Grady leads a strike by her fellow machinists for equal pay for equal work. What follows would test the patience of all involved in a grinding labour and political struggle that ultimately would advance the cause of women's rights around the world."	0.721539622
